text_clean,sentiment
google to launch major new social network called circles possibly today link sxsw,neutral
google to launch major new social network called circles link possibly today sxsw,positive
google to launch major new social network called circles google circles sxsw link,positive
google to launch major new social network called circles google circles sxsw link,positive
google to launch major new social network called circles link sxsw v,positive
google to launch new social network at sxsw link google sxsw,neutral
google to launch new social network at sxsw cnet news link sxsw,positive
google to launch new social network at sxsw link aclu sxsw,neutral
google to launch new social network called circles possibly today link link sxsw in,neutral
google to launch new social network circles linking u more closely to peeps u connect w most possibly today sxsw,positive
google to launch new social portal today at sxsw link,neutral
google to launch product wait no launch but product exists wait product does not exist sxsw link,negative
google to launch social network quot circles quot denies launch at sxsw though link google circles,neutral
google to launch social network called circles sxsw rt,neutral
google to launch social network google circles at some point but not at sxsw today link sxsw,neutral
google to launch their own social network today sxsw update status share videos amp photos with a circle of friends link,neutral
hootsuite launches new analytics integrates with facebook google analytics looks good hootsuite sxsw link hootstats,neutral
is google launching a new social network called circles today at sxsw link,neutral
is google launching its own social network definitely not at sxsw but rumor still has it link googlecircles,neutral
we're not launching any products at sxsw but we're doing plenty else join us for h4ckers amp 80s dancing today link,neutral
wikitude layar flar tools argon and google goggles augmented reality browsers tools amp apps to check out sxsw eduar,neutral
i was too lazy to google it sxsw,neutral
hope they leave it up after sxsw rt apple opening pop up store in austin for sxsw link by,neutral
check out left brain search google right brain search x at sxsw link sxsw bettersearch,neutral
check out lightbox com at the team android choice awards finalists announced at sxsw and team rock,neutral
god it's like being at sxsw have imac macbook iphone and blackberry all staring at me enough time to read a book remember those,negative
it smells like cheese sticks rt quot she's the ipad dj working the etsy party quot realtalk sxsw,neutral
ha seems like it gt the only news at sxswi was apple's temporary ipad store sxsw wth,negative
how's the line at sxsw apple store for the ipad,neutral
there's a line at sxsw apple store on ipad day 2 link,positive
anyone in line at the temporary apple store in austin has any idea till how late they'll be open tonight sxsw,neutral
people in line for ipad 2 passing time surfing on ipad 1 sxsw,neutral
saw giant line thought it was for movie premiere it was at apple store for ipad 2 heard more screams than at premiere sxsw,positive
are there lines at the temp apple store in austin yet sxsw,neutral
here is a list of all the music performers at sxsw link i used jquery to screen scrape it,neutral
my people listening to google sxsw link,neutral
since i'm listening to google's marissa mayer but engaging on twitter i'm wondering what the heck happened to google buzz sxsw,positive
location location location link via from google during sxsw,neutral
tech one lone dude awaits ipad 2 at apple s sxsw store apple likely expected a bigger crowd forming link technology,neutral
i bet the longest ipad lines are gonna be in austin sxsw,neutral
getting a look at google's impact dashboard for the first time sxsw,neutral
google is looking at social signals more and more for search results qagb sxsw,neutral
for those looking for hig like guidelines when designing for android link by adam beckley uxamandroid sxsw,neutral
i've been looking forward to the google bing q a on website ranking all week sxsw,positive
radio 3 0 looking for new bands for our radio show listen link link nowplaying newmusic sxsw pls rt,neutral
if anyone lost an iphone in a cab in downtown austin last night please hit me up sxsw,neutral
if anyone lost an iphone in the back of a cab in downtown austin around 10 30 11p tonight please hit me up sxsw,neutral
there's a lot of drinking amp drawing at the google sketchup party sxsw,neutral
there are lots of other google efforts helping japan and many other global issues rt rt wtf is up w people at sxsw,positive
you gotta love unabashed apple fanboy gt gt before it even begins apple wins sxsw link,positive
so geeky love it rt apple is opening up a temporary store in downtown austin for sxsw and the ipad 2 launch link,positive
love it sxsw quot apple comes up w cool technology no one's ever heard of because they don't go 2 conferences quot me 2,positive
love it at sxsw quot apple comes up with cool technology no one's ever heard of because they don't go to conferences quot,positive
n33 they love me in this town link codes valid 12 00 3 59 59p 03 14 11 infektd sxsw necro,neutral
sketchily lurking big boi sxsw concert on iphone business with 8am hard read massive announcement deadline lovemyjob,neutral
trying to make a detailed colour coded google calendar for sxsw is proving to be really tough also when did i get this organized,positive
technews man panhandling for an ipad 2 at sxsw what s the world coming to link tech news ipad 2 sxsw tech,neutral
quot how many people have ipads quot whole room raises hand quot ipad 2's quot half the room raises hand stillonamacbook shame sxsw nfusion,positive
rt hiring marketers designers creatives social media pros come see aquent booth 1415 sxsw trade show might win ipad 2,neutral
i love it marketing genius sxsw rt inside apple's temporary store in austin link,positive
great vid marty rt ipad2 live unboxing in front of the sxsw apple store video link,positive
i think i may go ipad only no laptop today at sxswi any sxsw veterans have any reasons why i shouldn't,positive
they made me a soundcloud ambassador for sxsw i upload music from shows amp they reward me rt this soundcloud android app is fresh,positive
come find me at the booth i have 2 ipad cases left and we have 1 more to win cbatsxsw sxsw,neutral
it amazes me how many people don't tuck the flap in on their apple ipad case sxsw,neutral
what omfg means please link webber ipad sxsw dionne warwick,neutral
alert the media i just saw the one and only android tablet at sxsw like finding a needle in a haystack i also saw a cr 48,positive
n2 first meetings link codes valid 12 00 3 59 59p 03 11 11 infektd sxsw necro,neutral
great for meetings haha hollergram link sxsw,neutral
but great mental image rt people in this session are taking photos w their ipad 2s up in the air doingitwrong sxsw,positive
purchased mexican mavis by boy amp bear sold on first listen thanks sxsw link itunes,neutral
purchased mexican mavis by boy amp bear sold on first listen thanks sxsw itunes free link itunes,positive
comprando mi ipad 2 en el sxsw apple store sxsw w 62 others link,neutral
i think i might go all weekend without seeing the same ipad case twice sxsw,positive
for sure mine does via ipad rt you know you are an agnerd if your dairy relies on evernote link sxsw agchat,positive
bummed to miss sxsw this year but we're all quarantined with the same kiddie cold and i have garageband on my ipad to comfort me fb,positive
how did i miss this i knew i spotted nfc enabled google places marker at birds no wonder all the billboard near sxsw link,positive
at red 7 mist giant dope interviewed adi from the mind of adi a few minutes ago compared cat pics sxsw location link,neutral
hootsuite mobile for sxsw updates for iphone blackberry amp android link,neutral
hootsuite mobile for sxsw updates for iphone blackberry amp android link via,neutral
hootsuite mobile for sxsw updates for iphone blackberry amp android link android blackberry keitai,neutral
hootsuite mobile for sxsw updates for iphone blackberry amp android link hootsuite,neutral
hootsuite mobile for sxsw updates for iphone blackberry amp android link via,neutral
hootsuite mobile for sxsw updates for iphone blackberry amp android shared by paul link shared,neutral
hootsuite mobile for sxsw updates for iphone blackberry amp android whether you re getting friendly down at s link,neutral
mashup on mobile with contextual information in the future by google by marissa mayer sxsw thefutureismobile,neutral
there are more than a few pats here at sxsw if you don't know what i'm talking about please google julia sweeney and learn,neutral
well good morning sxswi day 4 i'm ready for another day of great panels bc alumni amp the industry party tonight sxsw gsdm google,neutral
loving my morphie juicepack today for a recharge of iphone so worth it sxsw,positive
brilliant move by apple before it even begins apple wins sxsw link,positive
hey sxsw movers and shakers is publishing a quot poke the box quot ebook next week get involved link,neutral
having so much fun handing out chances to win 2 audi cars with sxsw apple store sxsw link,neutral
how could murphy usa better serve you inside google maps on your phone google is announcing great features in v5 sxsw,positive
why can't my ipad and i be intimate together tapworthy designflaws sxswi sxsw,positive
compiling my sxsw list in one google doc is taking a lot longer than i thought so many parties so many good musicians,negative
day 1 and my charger kicked the bucket where the heck is the apple store that's within walking distance sxsw,negative
sxsw did my good deed returned a lost iphone,neutral
thanks to my good friend the great for gifting me an exogear iphone backup battery case priceless at sxsw,neutral
sent from my iphone rt behind on 100s of emails give them all 1 line iphone composed replies sxsw protip,neutral
with just my iphone and ipad on me i feel very unequipped compared to everyone else dang sxsw,negative
headed to my sole sxsw event the aclu dotrights google party,neutral
whats the name of the song link imthetype ipad imthetype sxsw,neutral
why do we need a quot page flip effect quot like having a fake needle on a cd player tapworthy sxsw ipad,neutral
hm do we need another 1 rt google to launch major new social network called circles possibly today link sxsw,negative
what do u need groups challenged with coming up with iphone app to solve parenting issues sxsw worklifeprogress,neutral
needs the help of a badass android developer right now for a debugging emergency know anyone him sxsw,neutral
new ubersocial for iphone now in the app store includes uberguide to sxsw sponsored by mashable link,positive
new ubersocial for iphone now in the app store includes uberguide to sxsw sponsored by mashable link fin'ly,neutral
new ubersocial for iphone now in the app store includes uberguide to sxsw sponsored by mashable vamos a probar,neutral
couple of new blogs random tips on awesome iphone app dev link and the politics behind html5 link sxsw,positive
why isn't news industry spending more r amp d why wait for apple to innovate for publishers b c print is subsidizing efforts newsapps sxsw,neutral
hootsuite news hootsuite mobile for sxsw updates for iphone blackberry amp android link,neutral
this dude next to me is holding and using an ipad 2 like it's a trophy sxsw lookingforwardtothemusicfest,positive
nice store huh any chance we can meet face to face while at sxsw today or sat wanna talk beer amp social,neutral
there are no hard feelings towards google says they would make a great partner checkins sxsw pnid,positive
no 1 hack they found people jumping over the corporate firewall e g using google docs etc hackingwork sxsw,neutral
hope it's not a flop akabuzz google to launch major new social network called circles possibly today link sxsw,neutral
c34 it s not a retreat link codes valid 12 00 3 59 59p 03 14 11 infektd sxsw cvdc,neutral
not a rumor apple doing popup store in downtown austin for sxsw amp ipad 2 launch link smart move 1of many dfcbto,positive
is anyone not hopping on this groupon bandwagon to launch quot groupon or living social type quot rewards at sxsw link,neutral
google is not launching any products at sxsw link,neutral
google is not launching anything during sxsw just partying link circles,negative
no droid not surprised rt spotted at sxsw table of three people with 8 phones an ipad and a macbook out gadgetoverload,neutral
to buy or not to buy rt before it even begins apple wins sxsw link,positive
farooqui now about mobile ios with android catching up fast and will grow more once they allow in app purchasing gamesfortv sxsw,positive
fear not now extended through wed gt rt rt last day for apple popup is sunday 3 13 sxsw appleatxdt,positive
calvin is now the geek charlie sheen with his goddesses google sxsw,neutral
of quot we were getting feedback from sxsw groups amp we pushed out an android fix at the grilled cheese stand yesterday quot,neutral
of on manufacturing serendipity quot having access to more information makes us more curious not less quot sxsw,neutral
quot all of sxsw is nothing but a teeming sea of iphone addicts too busy twittering to ever engage with one anoth cont link,negative
not a fan of a new sxsw trend audience sharing opinions via holding up an ipad not here to listen to you annoying,negative
quot 40 of all google maps usage is on mobile quot marissa mayer sxsw,neutral
the power of apple people who have spent hundreds of dollars to attend sxsw are spending the day waiting in line for an ipad,positive
continuum of attitudes on crowdsourcing gap is to quot i hear you quot as apple is to quot i'll tell you quot sxsw,positive
google vp of consumer products marissa mayer says location is everything link sxsw,neutral
sxsw 20 of google searches are for local information marissa mayer 6 million places claimed by their owners and logged by google,neutral
third era of google logos an interactive play space get ready googledoodle sxsw gsdm,positive
new batch of ipad 2's just delivered sxsw ipad2 apple store sxsw link photo,neutral
highlight of my day was undoubtedly meeting from google for 30 seconds after her softball fancrazed preso at sxsw,positive
cool team of startups came via siliconvalley bus hacking apps ex google au now on stage w speakermeetup sxsw at dogpatch labs,neutral
wow lots of the sxsw audience haven't seen the 3d vector panning in google maps for mobile gasps of appreciation,positive
sxsw tip of the day again turn your iphone screen brightness down way down conservebatterylife peace,neutral
first leg of the mobile social at sxsw fb link,neutral
i14 call of the zombie link codes valid 4 00 7 59 59p 03 12 11 infektd sxsw zomb,neutral
i18 call of the zombie link codes valid 8 00 11 59 59p 03 12 11 infektd sxsw zomb,neutral
tomlinson of tx observer says apple subscription data holding is biggest impediment to success newsapps sxsw,negative
tip turn off push amp set fetch to manual mode for email mail contacts amp cal gt fetch new data saves battery iphone sxsw,neutral
official sxsw app sxsw go link android iphone ipad lt thanks installed,positive
zazzle is officially at sxsw come by the grille mention us with zazzlsxsw and you ll get to make your own iphone case,neutral
technews omg jk a kiss for ipad 2 a slap for xoom link tech news ipad 2 jk omg sxsw tech,positive
on sxsw with a cr48 there's so much potential here link,neutral
idle time on a sxsw friday can be an expensive thing apple store sxsw w 80 others pic link,neutral
it's also on android rt foodspotting's hit iphone app finds the foods you crave link cnnmoneysxsw sxsw,positive
usa today on ipad makes good use of digital shortcuts while still looking like a newspaper tapworthy sxsw,positive
iphone in one hand caramel macchiato in the other ouch hiss hot with apparently two pumps of lava and so it begins sxsw tmsxsw,positive
thats the one i want to get when it hits canada rt sxsw ipad store sold out of everything except 64gig wifi only white,neutral
technews one lone dude awaits ipad 2 at apple s sxsw store link tech news apple ipad 2 sxsw tablets tech,neutral
more than one million ratings per month on google hotpot sxsw pr,neutral
i can haz one just showed off charge anywhere at a bar to charge my iphone and the whole table wanted to buy one sxsw,positive
quot the only explanation for the continued success of apple is the existence of god quot enchantment sxsw,neutral
apple to open a quot pop up quot store across the street from sxsw for two weeks umm genius if it isn't obvious cough ipad2 cough,positive
apple to open pop up store at sxsw in time for ipad2 sales link,neutral
apple to open pop up shop at sxsw report link,neutral
apple to open pop up shop at sxsw report link via,neutral
apple to open pop up shop at sxsw report link property,neutral
apple to open pop up shop at sxsw report apple is set to open a temporary store in the link,neutral
apple to open pop up shop at sxsw report apple is set to open a temporary store in the link realestate tech,neutral
apple to open pop up shop at sxsw link via,neutral
apple to open pop up shop at sxsw link,neutral
apple to open pop up shop at sxsw link lt cool concept but i wouldn't spend my sxsw waiting for the ipad2,negative
apple to open temporary store at sxsw link,neutral
have some open time tues amp wed if any news site managers want to chat about google news let me know sxsw,neutral
wear your openbeta vip badge at sxsw and you might win an ipad from quibids and a case from sxswbuffalo,neutral
apple has opened a makeshift store for sxsw ipad2 will be available at 5pm today tempted,positive
launching our iphone app soon and we're participating to the launchrock comp at sxsw link get your invite now,neutral
hey sxsw our new ipad app dexteria is now available link like us on facebook link,positive
ipad 2 is out plenty of people at the store and in line scarfing them up sxsw apple store sxsw w 65 others link,positive
nice line outside sxsw apple store i guess people want some ipad2s,positive
confusion over google circles google claim circles is not being released at sxsw and is not even in development link,neutral
packing a point by showing iphone fragmentation sxsw,negative
attending panel quot better living through cloud computing quot presented by google's jon wiley sxsw,neutral
one sxsw panel moderator who is from the europe says he spent 3000 in roaming charges on his iphone at sxsw 2010,neutral
the brown paper on the windows as the line grows at the sxsw popup apple store by gold's gym at sixth amp congress link,neutral
sxsw two parties down awesome journalism npr google one to go pbs,neutral
at google party best ever get your butt over here sxsw,positive
hey sxsw peeps our new iphone app on voicefeed just launched the us link check it out and let us know what you think,positive
watch how people interact with information it be different bigger smaller touchingstories ipad and or tablet sxsw,neutral
hey sxsw people survival tip no 2 great vegitarian vegan right in the think of the action mr natural link sxswsurvival,neutral
the sxsw pepsi max marketing street team has shown up to the popup apple store line handing out drinks amp tshirts link,neutral
new post per this rumor google may preview its big social strategy at an '80s themed costume party at sxsw yep link,neutral
instagram photo by iamtimbaker google's 1980's sxsw party with link,neutral
trying to pick up on a theme at sxsw this year i think it may be the opening of data from google to government sxsw bolinsxsw,neutral
google is planning to launch a major new social network called circles previews so far have been super positive sxsw link,positive
mashable platform for concertgoers launches android app in time for sxsw link sxsw link,neutral
a game to play at swsx spot non apple electronics sxsw,neutral
i need to play this game on my android sxsw link,positive
grown men playing legos google party sxsw speakeasy link,neutral
i left my pocket guide at the hotel i don't know how i'm going to cope what does that say about the usability of ipad iphone app sxsw,negative
check out poked liked amp re tweeted a google love story at sxsw link sxsw sxsw15 sxswic,neutral
check out poked liked amp re tweeted a google love story at sxsw sxsw sxsw15 sxswic,neutral
temporary pop shop by apple at sxsw and nice flipboard upgrade,positive
the apple pop up store at sxsw is no joke,positive
found the pop up apple store at sxsw,neutral
the apple pop up store is more attractive and impressive than many permanent retail stores sxsw,positive
the apple pop up store line finally dwindled time to check out ipad2 sxsw,positive
the apple popup store was off the hook last night at sxsw singing dancing high fives on new ipad purchase,positive
wordpress powers 12 of websites from sxsw talk from wp founder wow the other 88 russian spam bots nigerian bankers google,neutral
brilliant pr stunt business idea and customer service response in one apple sets up a pop up store at sxsw draws crowds media amp revenue,positive
panels on pr cloud computing android design iphone design today hope to redeem my panel experience in one fell swoop sxsw,neutral
excellent presentation by on quot the untapped ipad market is your site pour quot sxsw poursite accessibility,positive
excellent presentation on digital magazines link touchingstories sxsw,neutral
hey sxsw presenters amp attendees here are tips on how to show presentations on the ipad and iphone link,neutral
ipad 2 is pretty sick almost makes me think i need one sxsw,positive
google to preview new social network called circles at sxsw interactive today link google social sxsw circles,neutral
google to preview social networking platform at sxsw conference link,neutral
technews privacy could headline google circles social link tech news aclu google circles social network sxsw tech,neutral
problem with google living stories was the process of creating content didn't change was just an interface hacknews sxsw,negative
we have problems time to stop link edchat musedchat sxsw sxswi classical newtwitter,neutral
im in the q at the apple pop up store sxsw with and link,neutral
check out q amp a with google amp bing on website ranking at sxsw link sxsw qagb,neutral
check out q amp a with google amp bing on website ranking at sxsw sxsw qagb sxsma,neutral
qik video connect plus launches today get live video chat video mail share live video to twitter and more sxsw make it for ipad,neutral
ne sapete qualcosa google to launch major new social network called circles possibly today link sxsw,neutral
if you're racing around sxsw you best be fueling up with great local fare eatshopaustinapp link,neutral
now on my radar google circus rt google to launch new social network circles via link pr sxsw,neutral
brilliant read attention marketers and media professionals the ipad won't save you by link usguys sxsw,negative
augmented reality pah mayer google calls it quot contextual discovery quot doing searches without search with users' permission sxsw,neutral
rec give the bad apple a job in a mtg such as taking notes make mtg voluntary gt willing participants gamestorming sxsw,neutral
google is reproducing digitally the way you organically consume information goggles is the best example of that sxsw marissameyer,positive
future of retail instore party goods up front biz inventory in the back ala apple mullet sxsw kiosks,neutral
retiring from wine library tv moving onto daily grape get the app on yr iphone thankyouecon sxsw,positive
reveals average time users spent on nyt's oscars ipad app was 16mins quot that blew my mind quot newsapps sxsw,positive
they were right the 3 app on android is sweeeeet nice job by the team there sxsw,positive
rt marissa mayer google will connect the digital amp physical worlds through mobile link sxsw,neutral
rt google to launch major new social network called circles possibly today link sxsw,neutral
rt google to launch new social network called circles possibly today link sxsw reported on buzz,neutral
rt we interrupt your regularly scheduled sxsw geek programming with big news link google circles,neutral
rt apple store downtown austin open til midnight sxsw,neutral
rt mayer 20 of google searches are for local information sxsw pr,neutral
b social rt google to launch major new social network called circles possibly today link sxsw in,neutral
congrats rt good news austin eats bbq for iphone is now available link itunes austin bbq sxsw sxswi,positive
congrats rt just won an awesome ipad from at the sxswbuffalo lounge my sxsw experience is complete quibidswin,positive
congrats rt yes gowalla wins best andoid app at the team android choice awards thanks all sxsw,positive
eh there rt google to launch major new social network called circles possibly today link sxsw,neutral
i like it rt quot google before you tweet quot is the new quot think before you speak quot mark belinsky 911tweets panel sxsw,positive
l a m e rt quot by the law of averages better than buzz quot rt quot google circles will be quot sxsw,negative
love it rt from apple to naomi campbell pop up stores are all the rage link sxsw,positive
love you rt en route to austin tx for sxsw accompanied by fedoras instruments weird haircuts apple products,neutral
oooorkut rt rt google to launch major new social network called circles possibly today link sxsw,neutral
shut up rt it's not a rumor apple is opening a temp store in downtown austin for sxsw amp the ipad 2 launch link,neutral
too late rt google to launch a socialnetwork at sxsw today socialmedia fb,neutral
yen only rt very important make sure you are donating to the japanese red cross link sxswcares sxsw quake,neutral
new sxsw rule no more ooing and ahing over your new ipad we get it its not a big deal everybody has one now,negative
sxsw hot rumor about google's new social network quot google circles quot link photo video status sharing,positive
guess the rumors were wrong we're not launching any products at sxsw but we're doing plenty else link,neutral
google is saving users 2 years of time with gps navigation using alternate routes w traffic sxsw,positive
wow just saw someone using a computing device other than a mac or an ipad here at sxsw a rare sighting indeed,positive
saw u r going to sxsw dwnld groundlink app amp ride for 10 in austin during sxsw i link see us booth 437,neutral
saw u r going to sxsw dwnld groundlink app amp ride for 10 in austin during sxswi link see us booth 437,neutral
i can now say that google got me drunk sxsw h4ckers,neutral
my iphone says it can't connect to the internet even though sxsw wifi works great on my computer any suggestions,negative
sxsw app schedule fail try sched org google sched sxsw 2011 click first link all the unofficial parties and room counts genius,neutral
i current screen in my browser is quot upload an application quot android lmndst startupbus sxsw,neutral
grabbed a seat in ballroom d to hear from google sxsw,positive
expect to see several nfc trials this yr google amp android working w virtualwallet digitalid sxsw,neutral
ok i have seen two impressive lines since i'm at sxsw the one at the apple store yesterday amp the party now cc,positive
spark is selected as a finalist in team android choice awards if you're in austin 3 13 please come amp support link sxsw,neutral
apple is setting up a pop up store in downtown austin to sell bajillions of ipad2s to sxsw attendees of course link,positive
google is setting up a bunch of computers at their sxsw trade show exhibit premiere of google circles link,neutral
i've seen several people working on ipad 2s at sxsw today,neutral
there's a short line building at the flash apple store downtown people want their new ipads sxsw,neutral
c40 nice shot link codes valid 8 00 11 59 59p 03 14 11 infektd sxsw cvdc,neutral
exclusive shot of sxsw popup apple store link,positive
i guess i should say i told you so apple is opening up a temporary store in downtown austin for sxsw amp ipad 2 launch link,neutral
ipad art show at just in time for sxsw check it out you interactive fools,positive
mayer now showcasing 'google places with hotpot' a restaurants rating tool hello mobile advertising check ins push sxsw,neutral
danger of sitting on floor and charging your laptop ipod iphone etc is the dreaded quot dead butt quot damn those tingles sxsw sxnewworlds,neutral
ipad is a slow resting heartrate tapworthy sxsw gsdm about leisure vs quick results on iphone,neutral
so just spilled the beans next platform for flipboard is the iphone team started working on it sxflip sxsw sxswi,neutral
so just spilled the beans next platform for flipboard is the iphone team started working on it sxflip sxsw sxswi gr8,positive
so jealous of you sxsw amp you have the new ipad,positive
impressed so far with the ipad 2's slim form and quot instant on quot ness that i've seen haven't tried one myself yet sxsw sxswi,positive
there are so many ppl w apple products at sxsw i think my head is about to explode this message brought to you via iphone,positive
apple is so smart to open a pop up store in austin while sxsw crowd's there,positive
so u r coming sxsw dwnld groundlink app amp ride for 10 in austin during sxswi link see us booth 437,neutral
q why do social sites like delicious often have better results than google or bing qagb sxsw,negative
ipad 2 is sold out and 70 were 1st time users sxsw,positive
we've got some exciting things that we'll be showing off at sxsw this year including drag and drop store management on your iphone,positive
wonder if some geeks have google's marissa mayer's poster on their walls sxsw,neutral
talked to some great developers at the android meetup looking forward to working with them sxsw android androidsxsw,positive
so we had some information from this morning that an apple store is getting build at sxsw for two weeks ipad2 love jealous,positive
i've seen some of the best ipad cases ever here at sxsw i'm starting to transfer a bit of my book fetishism to ipads slowly but surely,positive
the ipad spambots are ramping up ipad2 apple free offers sxsw spammers goaway,neutral
spotted at sxsw man in need of an ipad 2 link sxswi man in need should go to sxsw apple store,positive
i need to start downloading more apps on my ipad and play with them for inspiration what are your favorites uxdes sxsw,neutral
they just started bringing out the crowd baracades at the sxsw popup apple store link,neutral
the queue starts early at the sxsw apple pop up shop link,neutral
check out staying alive can indie iphone game development survive at sxsw stayingalive,neutral
there are still ipad 2s to be had at least at the sxsw pop up apple store just bought one,positive
stop by and let us make you a custom iphone case zazzlesxsw sxsw sxswi link link,neutral
the apple store at sxsw is almost sell out,neutral
the apple store in austin and 100 people taking a pic of it ipad2 sxsw link,positive
oh apple store you look so at home here in downtown austin sxsw sxtxstate apple store sxsw link photo,positive
they'd be stupid not to apple is opening a temporary store in austin for sxsw amp the ipad 2 launch link via,positive
great new support for web fonts here at sxsw google,positive
so sxsw supposedly has a mobile apple store that will pop up and open at 3 ish,neutral
just what sxsw needed more lines apple to open temporary store in downtown austin for sxsw and the ipad 2 launch bit ly g03mzb,neutral
sxsw official iphone app here link enjoy sxsw,neutral
link at sxsw apple schools the marketing experts sxsw,positive
can't get sxsw download 20 free tracks from the sxsw music sampler available on the store today link,neutral
the great talk of must be the only one at sxsw that didn't mention apple,positive
catch our talk on text to speech for android amp chrome at the league of extraordinary hackers link sxsw,neutral
you guys tall tee ipad hoodies are in at sxsw you heard it here first link,neutral
team android at sxsw party details link lt note video of showing how close rainey st is to acc,neutral
there's a temporary sxsw apple store in austin true let it sink in corporate hipster sxsw,neutral
just read that apple will be at sxsw selling ipad 2 on release day good lord the vortex of smugness that day may be unbearable,negative
need app that alerts me of more ipads in palo alto i'm convinced that apple shipped the majority of them to the pop up store at sxsw,neutral
for those that can't wait 6th and congress get ur ipad 2 rt apple opening pop up store in austin for sxsw tcrn ch eb5fjs,neutral
is it bad that i just want to go home and read my google reader feed geek sxsw,positive
actually that's 150m of google maps on mobile not including desktop sxsw,neutral
hahahahah that's funny rt never seen so many heads turn at one point someone from apple asks a question to reid hoffman sxsw,neutral
anyone at the show have an iphone charger need to tweet jokes about beards text ppl to make them jealous sxsw,neutral
attending the party at sxsw with some very interested people wiiings,neutral
check out the route link rsvp here gt sxswi sxsw,neutral
following the leanux panel from sxsw on realtime on google docs link thanks to,neutral
pre order the 'humorous to bees' lp on catch them this month link sxsw,neutral
pre order the 'humorous to bees' lp on catch them this month amp link sxsw,neutral
unveiling the pop up store sxsw link,neutral
for being the quot interactive quot portion of sxsw people sure aren't interacting much iphone istoned tweetaholic tech tweetanonymous addict,neutral
pics from the apple ipad2 line at sxsw fb link link,neutral
check out the dokobots game from for iphone and android seems pretty cool geogames sxsw tmsxsw,positive
holy crap the sxsw 2011 showcase torrents are up already lt 3 link,neutral
the 10 most dangerous iphone apps link,neutral
the 10 most dangerous iphone apps sxsw link,negative
word from the austin apple pop up store setup crew is 5pm tom open ill be there sxsw,neutral
view from the back of the line to get into league of extraordinary hackers google event sxsw link,neutral
hopefully the best thing that comes from sxsw isn't the fact people flew to austin to pick up an ipad,positive
so what's the best sxsw mobile app android app to make the panel and party agenda offline use get a,neutral
following the bing google seo session qagb at sxsw and my buddy seo,neutral
following the buzz hee hee google drip feeding information about facebook rival circles sxsw,neutral
phrase of the day iphone ready android coming sxsw,neutral
goals for the day knock out government talks install android sdk amp pray that the sencha phonegap workshop does android too sxsw,neutral
first day the exhibit hall is open at sxsw stop by the emc booth to enter to win an ipad 2,positive
check out the free sampler on itunes link sxsw,neutral
check out the free sxsw sampler on itunes link sxsw,positive
audioboo the front of the apple ipad 2 queue link sxsw sxswsa apple ipad2 austin texas,neutral
following the google bing qa session at sxsw great insights for webmasters qagb,positive
oh 'ware the ides of march location link sxsw,neutral
the ipad dj is setting up at sxsw,neutral
the ipad 2 takes over sxsw video link via mashable,neutral
sxsw ppl the ipad 3 will be released before you're home and have unpacked sxsw,neutral
unloading the ipads link sxsw apple ipad2,neutral
it's like the ipoo app for iphone ha rt 4chan is the internet's bathroom wall sxswmoot sxsw,positive
z27 i am the law link codes valid 4 00 7 59 59p 03 13 11 infektd sxsw zlf,neutral
walked by the mobile apple store in austin line was insane sxsw,neutral
picked up the mophie juice boost pack for iphone today this chick and weekend calls for ample juice sxsw,neutral
pdanet is the most awesome app yet for the android sxsw likes,positive
check out the new app link this is gonna be huge next week at sxsw and beyond,positive
check out the new app for android launched at sxsw play by aol music essentially instagram for music link,neutral
the new whrrl app is now live in the iphone app store and android marketplace get it while it's hot just in time for sxsw,positive
just used the ol' ipad to help some brits find their hotel in austin gooddeed sxsw winning,positive
i must be the only one at sxsw without an ipad2 someone needs to make a case that makes my original ipad look like a new 2nd gen,positive
no longer the only one eating alone at a table for one with my iphone and facebook it's the new normal sxsw,neutral
will i be the only one at sxsw with a blackberry a dell amp no ipad feeling like a dork a geek conference does that make sense,neutral
have both the phones in the demo been the google phones or are we going to see an iphone sxsw,neutral
unveiling the pop up apple store in the scarborough building sxsw link,positive
of course the seo q amp a w google and bing panel is packed yet they put it in a tiny room sxsw,neutral
ipad 2 is the star gadget of sxsw link sxsw,positive
so i went the whole day w out my laptop amp just used my ipad 1 things i missed ftp cloudapp fast typing amp skype ipad sxsw,negative
exploring the world in 3d with xml combines google earth w location of individuals to show where you've been over time so cool sxsw,positive
last year there was not a single ipad in public at sxsw today they're more common than laptops and i haven't seen any android tablets,positive
you think there would be a sxsw app for blackberry just when i gave iphone the finger guess i'll have to carry around an ipad lame,negative
there's an expectation of engagement on the ipad that is both visual and social of delving into the experience sxsw sxfl,positive
of course they are ha rt apple opening temporary store in austin for sxsw amp ipad 2 launch link,neutral
i bet you they sell out of their 100 000 new ipads in less than 3 days sxsw ipad apple store sxsw w 70 others link,neutral
it's like they took the geeky 1 of every apple store line in the country and planted them all at sxsw,neutral
wow this thing is insanely thin amp light hold out for the ipad 2 seriously sxsw mosaicxm link,positive
among the things i am missing at sxsw the google aclu 80's dance party,positive
the top 7 things i've loved about sxsw so far link outbrain ipad groupme,positive
i like to think apple decided to sell their new ipad at sxsw based on my suggestion link everyone you are welcome,positive
if anyone thinks i'm going to be walking around at sxsw with an old and inferior ipad 1 once the ipad 2 is released well they are wrong,positive
people in this apple store do not smell great sxsw hereforwork nottheipad2,negative
check out this new android app bizzy we're using it to check out sxsw link,positive
